Gene ID	Gene Name	Design Element	'breast cancer; breast' vs 'normal; breast'.p-value	'breast cancer; breast' vs 'normal; breast'.t-statistic	'breast cancer; breast' vs 'normal; breast'.log2foldchange
ENSG00000005249	PRKAR2B	A_23_P42975	0.223274195833728	1.62954304506189	0.3
ENSG00000005302	MSL3	A_23_P217778	0.0579534887754046	2.45093739111112	0.4
ENSG00000005339	CREBBP	A_24_P322025	0.122762804579564	-2.02316446595994	-0.4
ENSG00000005379	TSPOAP1	A_24_P113131	0.0015871323140402	-4.06916844340782	-1.1
ENSG00000005381	MPO	A_23_P141173	0.948955652123326	0.105463767997462	0
ENSG00000005421	PON1	A_23_P168598	0.659028228756813	-0.656895776407518	0
ENSG00000005436	GCFC2	A_23_P120062	0.540203834238525	-0.883749823552504	-0.1
ENSG00000005448	WDR54	A_23_P68072	0.093761751904368	2.18636823340041	0.2
ENSG00000005469	CROT	A_23_P168669	0.000764489920506292	-4.36344488823235	-0.9
ENSG00000005471	ABCB4	A_23_P123112	0.496623385358417	0.968371396106528	0
ENSG00000005483	KMT2E	A_24_P196704	0.00017403659370312	-4.93638572179214	-0.7
ENSG00000005486	RHBDD2	A_23_P8561	0.583069137260142	0.799827208184117	0
ENSG00000005513	SOX8	A_24_P65292	0.183776312424309	-1.76301802554798	-0.3
ENSG00000005700	IBTK	A_23_P358995	0.0671902934224356	-2.37198528734215	-0.2
ENSG00000005801	ZNF195	A_23_P252748	0.219435985485004	-1.64184635157872	-0.2
ENSG00000005810	MYCBP2	A_23_P151459	0.554571553966618	-0.853807499058635	-0.1
ENSG00000005844	ITGAL	A_23_P206806	0.797275909614731	0.403022801163332	0.1
ENSG00000005882	PDK2	A_23_P207517	0.106703787932393	-2.10943270214492	-0.2
ENSG00000005884	ITGA3	A_23_P55251	0.898013587754365	-0.211267382872999	0
ENSG00000005889	ZFX	A_23_P125639	0.347252880837838	1.28885595861288	0.3
ENSG00000005893	LAMP2	A_23_P416608	0.322589430413059	1.34800640433683	0.2
ENSG00000005961	ITGA2B	A_24_P65373	0.0161516537801256	-3.08215020441994	-0.2
ENSG00000005981	ASB4	A_23_P157205	0.538843401795832	-0.886176689934615	0
ENSG00000006007	GDE1	A_23_P54758	0.670577626523742	-0.636448478138983	-0.1
ENSG00000006015	REX1BD	A_23_P67589	0.899013193299024	0.209175644342398	0
ENSG00000006016	CRLF1	A_32_P176200	0.7985907325781	-0.401054394989143	-0.1
ENSG00000006025	OSBPL7	A_24_P181583	NA	-0.529544345212536	0
ENSG00000006042	TMEM98	A_23_P27035	0.032831301826588	-2.7442701690801	-0.8
ENSG00000006047	YBX2	A_23_P49865	0.488481514878773	0.9860083689201	0.2
ENSG00000006059	KRT33A	A_23_P78265	0.973526287312243	-0.056775903904841	0
ENSG00000006062	MAP3K14	A_23_P207319	0.0939184011163115	-2.18537540032437	-0.4
ENSG00000006071	ABCC8	A_23_P24774	0.00011678195338418	-5.08945580569354	-0.5
ENSG00000006116	CACNG3	A_23_P66180	0.698479642680075	-0.584360935488596	0
ENSG00000006125	AP2B1	A_24_P253827	0.00338278419122817	-3.75853883517278	-0.8
ENSG00000006128	TAC1	A_23_P215283	0.213643035073747	-1.66044612505114	-0.1
ENSG00000006194	ZNF263	A_23_P140978	0.693551123507715	-0.593136765314762	-0.1
ENSG00000006210	CX3CL1	A_23_P37727	0.000642798483113344	-4.43348074506931	-2.1
ENSG00000006282	SPATA20	A_23_P118633	0.161657850821053	-1.84608571253094	-0.2
ENSG00000006283	CACNA1G	A_23_P107247	0.201557026338087	-1.70002499528392	-0.1
ENSG00000006327	TNFRSF12A	A_23_P49338	0.00190232664528477	3.99733731655136	0.6
ENSG00000006377	DLX6	A_23_P353541	0.0919832081908075	2.19801833108728	0.5
ENSG00000006432	MAP3K9	A_32_P147678	0.0517028705516557	2.51025639700572	0.5
ENSG00000006451	RALA	A_24_P192262	0.183103806569065	1.76568263677805	0.3
ENSG00000006453	BAIAP2L1	A_23_P168470	0.00146512103313618	4.10120532420016	0.7
ENSG00000006459	KDM7A	A_23_P359897	0.562921510676673	-0.838386232387229	-0.2
ENSG00000006468	ETV1	A_32_P78491	0.000307275481846154	-4.71293513785939	-1.2
ENSG00000006530	AGK	A_23_P309224	0.177021580656435	-1.7873749211888	-0.3
ENSG00000006534	ALDH3B1	A_24_P218688	0.816701390254998	-0.36790828632819	0
ENSG00000006555	TTC22	A_24_P673968	0.133675316444857	1.96832701692554	0.5
ENSG00000006576	PHTF2	A_24_P175176	0.142052552118129	1.92962414578364	0.5
ENSG00000006606	CCL26	A_23_P215484	0.0319112903400034	2.75962692019547	0.1
ENSG00000006607	FARP2	A_24_P59485	0.914998900194441	0.173188357107331	0
ENSG00000006611	USH1C	A_23_P116430	0.435237721488514	-1.09383240392361	-0.1
ENSG00000006625	GGCT	A_23_P42695	1.95535618146954e-05	5.75894753775345	1.1
ENSG00000006634	DBF4	A_23_P254612	0.105734351169816	2.11447405468468	0.2
ENSG00000006638	TBXA2R	A_23_P90357	0.0140722235493718	3.14589126430169	0.2
ENSG00000006659	LGALS14	A_23_P153662	NA	-1.01708345525146	0
ENSG00000006695	COX10	A_23_P55123	0.100507390086988	2.14607342853195	0.2
ENSG00000006704	GTF2IRD1	A_23_P111621	0.00113409909868434	4.20405550548154	0.5
ENSG00000006712	PAF1	A_24_P216087	0.618260516121187	-0.734560041681869	-0.1
ENSG00000006715	VPS41	A_32_P25823	0.0267696584022647	-2.84309819812152	-0.4
ENSG00000006740	ARHGAP44	A_23_P26854	0.409809163708793	-1.14643035324737	-0.3
ENSG00000006744	ELAC2	A_23_P38254	0.928333866841457	0.144393803876712	0
ENSG00000006747	SCIN	A_23_P157136	0.845950226570376	-0.312608364265748	0
ENSG00000006756	ARSD	A_23_P357760	0.932252525023862	-0.137325999965631	0
ENSG00000006757	PNPLA4	A_23_P159797	0.870660999630717	-0.267480806483175	-0.1
ENSG00000006831	ADIPOR2	A_23_P48121	0.869934552223022	-0.269742158096989	0
ENSG00000007001	UPP2	A_23_P357316	0.545178035723255	-0.873138389730245	-0.2
ENSG00000007038	PRSS21	A_24_P339126	0.792177492781778	0.412529137314336	0
ENSG00000007047	MARK4	A_23_P107714	0.635371456667674	0.702117205965315	0.1
ENSG00000007062	PROM1	A_23_P258463	0.534581069327555	0.894867321310247	0.4
ENSG00000007080	CCDC124	A_23_P342118	0.800623158056199	-0.39761833891439	0
ENSG00000007129	CEACAM21	A_23_P78595	0.180880114068094	1.77369771262182	0.1
ENSG00000007168	PAFAH1B1	A_23_P118888	0.00417072066907687	-3.67276897543876	-0.6
ENSG00000007171	NOS2	A_23_P502464	NA	0.979694819199977	0
ENSG00000007174	DNAH9	A_23_P164068	0.512620669448061	-0.937342201030141	0
ENSG00000007202	KIAA0100	A_23_P207614	0.922078375591984	0.158987707958501	0
ENSG00000007216	SLC13A2	A_23_P107307	8.46827771465719e-05	-5.21193903526336	-0.5
ENSG00000007237	GAS7	A_24_P82466	0.114004585574595	-2.06719734937552	-0.4
ENSG00000007255	TRAPPC6A	A_24_P390928	0.73618397972143	-0.516806487774688	0
ENSG00000007264	MATK	A_23_P50678	0.457196443034549	-1.04903702429073	0
ENSG00000007306	CEACAM7	A_24_P228302	0.370083809126921	1.23351360896872	0.2
ENSG00000007314	SCN4A	A_24_P270999	0.00159049039994304	-4.06806366437377	-0.8
ENSG00000007341	ST7L	A_23_P310582	0.378704194431041	-1.21255567429843	-0.2
ENSG00000007350	TKTL1	A_23_P259901	0.55294578235742	0.856995378520793	0.1
ENSG00000007372	PAX6	A_23_P1823	0.000513843253265665	4.5195597972529	1.7
ENSG00000007376	RPUSD1	A_23_P49269	0.122107577567414	-2.02642513942084	-0.1
ENSG00000007384	RHBDF1	A_23_P163682	0.982242640698732	0.0391429163066175	0
ENSG00000007392	LUC7L	A_23_P106737	0.00154823468280119	-4.07957321102117	-0.5
ENSG00000007402	CACNA2D2	A_23_P346900	0.145784116150198	-1.91252620755866	-0.7
ENSG00000007516	BAIAP3	A_23_P163492	0.394819980248438	1.17857334917569	0.1
ENSG00000007520	TSR3	A_23_P88753	0.258480520054164	1.5232071720754	0.2
ENSG00000007541	PIGQ	A_23_P502609	0.296590734478681	-1.41588634402271	-0.1
ENSG00000007545	CRAMP1	A_32_P151437	0.102625971362186	-2.13263727523277	-0.2
ENSG00000007866	TEAD3	A_23_P82000	0.603026723146717	-0.762609654315959	-0.1
ENSG00000007908	SELE	A_23_P97112	0.347623003707559	1.28811527551401	0.2
ENSG00000007923	DNAJC11	A_24_P413735	0.244503990887397	1.56397615611554	0.1
ENSG00000007933	FMO3	A_23_P155596	0.833897880557787	0.335373847834588	0
ENSG00000007944	MYLIP	A_24_P917123	0.283342960719348	-1.45170275587941	-0.2
ENSG00000007952	NOX1	A_23_P316410	0.137550853552529	1.95020538855773	0.3
ENSG00000007968	E2F2	A_23_P408955	3.85607024670729e-06	6.37611208293854	1.9
ENSG00000008018	PSMB1	A_24_P233570	0.00554642137223963	3.55086752809208	0.6
ENSG00000008056	SYN1	A_23_P33847	0.719895053123107	0.545887605541146	0
ENSG00000008083	JARID2	A_23_P214876	0.49919463935678	0.963252391383475	0.2
ENSG00000008086	CDKL5	A_24_P282343	0.0633014742569259	2.40348795106524	0.3
ENSG00000008118	CAMK1G	A_23_P364428	NA	0.602413949918916	0
ENSG00000008130	NADK	A_24_P389994	0.30981838745014	1.38070955470939	0.1
ENSG00000008196	TFAP2B	A_24_P20954	0.00125253872278692	-4.16318323432079	-2.3
ENSG00000008197	TFAP2D	A_23_P386973	NA	-1.47204362277311	-0.1
ENSG00000008226	DLEC1	A_23_P18282	0.243440746907007	-1.56725250989679	-0.1
ENSG00000008256	CYTH3	A_23_P111593	0.143331021574645	1.92352922118629	0.1
ENSG00000008277	ADAM22	A_24_P355006	0.00922137101414112	-3.33282687250836	-0.4
ENSG00000008282	SYPL1	A_23_P93881	0.873332302838775	0.261743804855865	0
ENSG00000008283	CYB561	A_24_P39843	0.38039020525176	1.20891470450685	0.2
ENSG00000008294	SPAG9	A_24_P365025	0.130536555956621	1.98478783812832	0.3
ENSG00000008300	CELSR3	A_23_P92093	0.00655584649504739	3.48085510140013	0.3
ENSG00000008311	AASS	A_23_P8754	2.56979829955851e-05	-5.65559403834752	-1.2
ENSG00000008323	PLEKHG6	A_24_P301063	0.216523071685257	-1.65069753432487	-0.2
ENSG00000008324	SS18L2	A_23_P166698	0.185407350709708	1.75710860555094	0.4
ENSG00000008382	MPND	A_23_P130886	NA	-0.653011228822003	0
ENSG00000008394	MGST1	A_23_P36658	0.0891757853307613	2.21541232135171	0.7
ENSG00000008405	CRY1	A_23_P36665	0.237736069052333	1.58456282849559	0.3
ENSG00000008438	PGLYRP1	A_23_P208747	0.739911068365691	0.510504928973204	0
ENSG00000008441	NFIX	A_23_P165295	0.953427692665378	0.0962102086254425	0
ENSG00000008513	ST3GAL1	A_23_P31893	0.858962106629393	0.288932670176249	0
ENSG00000008516	MMP25	A_23_P206656	0.0902779173966726	-2.20868196992212	-0.1
ENSG00000008735	MAPK8IP2	A_23_P502078	NA	-0.416726476655739	0
ENSG00000008838	MED24	A_23_P124760	0.991635900537154	0.0183530334855223	0
ENSG00000008853	RHOBTB2	A_23_P20427	0.720104897791331	-0.545467060409121	-0.1
ENSG00000008869	HEATR5B	A_32_P389118	0.0119804953176339	-3.21779602491629	-0.5
ENSG00000008952	SEC62	A_23_P144224	0.273361788696412	-1.47976932510128	-0.2
ENSG00000009307	CSDE1	A_23_P74595	0.099088188207259	2.15456475802423	0.3
ENSG00000009335	UBE3C	A_23_P59481	0.033307464316294	2.73675248680646	0.6
ENSG00000009413	REV3L	A_23_P214139	0.375469833502343	-1.22087903370353	-0.2
ENSG00000009694	TENM1	A_23_P257263	0.747679700600188	-0.49626997520768	-0.1
ENSG00000009709	PAX7	A_23_P126225	0.696293288102439	0.588131632943808	0.1
ENSG00000009724	MASP2	A_23_P301971	0.0210358454504551	-2.95757425864077	-0.2
ENSG00000009765	IYD	A_32_P110472	0.458661504229262	1.04594389303196	0.1
ENSG00000009780	FAM76A	A_32_P112894	0.281357385003585	1.45704278866527	0.2
ENSG00000009790	TRAF3IP3	A_23_P334414	0.327086729929307	1.33710678121644	0.3
ENSG00000009830	POMT2	A_24_P111134	0.32858374611422	-1.33314176427987	-0.2
ENSG00000009844	VTA1	A_23_P42368	0.000198106737920898	4.88140162587265	0.8
ENSG00000009950	MLXIPL	A_24_P209389	0.131294893404412	-1.98075247568485	-0.1
ENSG00000009954	BAZ1B	A_23_P215449	0.000364215429136984	4.64966004121881	0.6
ENSG00000010017	RANBP9	A_23_P59268	0.519862742212299	0.922753458865543	0.3
ENSG00000010030	ETV7	A_23_P42353	0.445429667248611	1.07310708141435	0.1
ENSG00000010072	SPRTN	A_23_P433791	0.345939780064098	1.29246109821694	0.2
ENSG00000010165	EEF1AKNMT	A_23_P201672	0.00134720730647352	4.13381552771498	0.8
ENSG00000010219	DYRK4	A_23_P87902	0.399106722210223	1.16930510289101	0.2
ENSG00000010244	ZNF207	A_23_P118690	0.0169617997717997	3.06039003846191	0.3
ENSG00000010256	UQCRC1	A_23_P132675	0.628724257236368	0.715885065188483	0.1
ENSG00000010270	STARD3NL	A_23_P70938	0.0636634010955229	2.40021817630333	0.4
ENSG00000010278	CD9	A_23_P76364	0.277753718947388	1.46665911334062	0.2
ENSG00000010282	HHATL	A_23_P255298	NA	0.214376567260008	0
ENSG00000010292	NCAPD2	A_23_P25293	0.00188155610331252	4.0018569216332	0.9
ENSG00000010295	IFFO1	A_23_P87742	0.966516162563409	0.0717294505854957	0
ENSG00000010310	GIPR	A_23_P119395	0.0104239964534714	-3.27922905634256	-0.6
ENSG00000010318	PHF7	A_23_P80684	0.747808187675266	-0.495523319654441	0
ENSG00000010319	SEMA3G	A_23_P6818	0.000229283409060242	-4.82823605434397	-1.4
ENSG00000010322	NISCH	A_23_P41021	0.000281803943646998	-4.74554276053237	-1
ENSG00000010327	STAB1	A_24_P119456	0.249368739303637	1.54963351993085	0.1
ENSG00000010361	FUZ	A_23_P373568	0.286411509654062	1.44285178647645	0.2
ENSG00000010379	SLC6A13	A_24_P923483	0.99541572862634	-0.010179477018005	0
ENSG00000010404	IDS	A_23_P217475	0.0440699760829199	-2.59255335075877	-0.4
ENSG00000010438	PRSS3	A_23_P135257	0.819673933448801	-0.362607186145926	0
ENSG00000010539	ZNF200	A_23_P152356	0.0132242874429375	3.17367979423666	0.2
ENSG00000010610	CD4	A_24_P295999	0.411424125853217	-1.14329659322698	-0.2
ENSG00000010626	LRRC23	A_23_P36689	0.652363490303205	-0.669712491516867	-0.1
ENSG00000010671	BTK	A_23_P137139	0.399266902578094	1.16900051992479	0.1
ENSG00000010704	HFE	A_23_P342009	0.812491371999391	-0.375323651246395	-0.1
ENSG00000010803	SCMH1	A_23_P12477	0.073150378881554	2.32588785033733	0.4
ENSG00000010810	FYN	A_23_P502142	0.0133297651173773	3.16953609174207	0.3
ENSG00000010818	HIVEP2	A_23_P214766	0.000804695858859118	4.3406902441081	0.7
ENSG00000010932	FMO1	A_23_P149613	0.926776311725801	0.148136014584914	0
ENSG00000011007	ELOA	A_24_P122403	0.269458933700177	-1.49115606338091	-0.3
ENSG00000011021	CLCN6	A_24_P302374	0.000308489785219856	-4.71151553821533	-0.8
ENSG00000011028	MRC2	A_23_P49627	NA	-0.951637363494125	0
ENSG00000011105	TSPAN9	A_24_P218905	0.142866117671586	1.92590518085418	0.1
ENSG00000011114	BTBD7	A_24_P721898	0.00824885382171396	-3.38127680879971	-0.6
ENSG00000011143	MKS1	A_24_P330796	0.357795559642606	1.26265953194913	0.1
ENSG00000011198	ABHD5	A_23_P250294	0.810536434295791	-0.378856605158472	-0.1
ENSG00000011201	ANOS1	A_23_P429950	0.988750907355598	0.0245388204194539	0
ENSG00000011243	AKAP8L	A_23_P153767	0.899013193299024	-0.209279674504969	0
ENSG00000011258	MBTD1	A_32_P58937	0.484472829082181	-0.993607942587896	-0.2
ENSG00000011260	UTP18	A_23_P130020	0.105123207670243	2.11808393141875	0.4
ENSG00000011275	RNF216	A_23_P42724	0.81326688132958	0.374062117368407	0.1
ENSG00000011295	TTC19	A_23_P50008	0.0013350670342666	-4.13730439595564	-0.7
ENSG00000011304	PTBP1	A_24_P14367	0.131450930509279	1.97965146797106	0.2
ENSG00000011332	DPF1	A_23_P119458	NA	0.0934180238888744	0
ENSG00000011347	SYT7	A_23_P161935	0.92776517557607	0.146105809195959	0
ENSG00000011376	LARS2	A_23_P212397	0.496588188812813	0.968637153138309	0.1
ENSG00000011405	PIK3C2A	A_23_P36166	0.250607541960446	1.54647255310584	0.2
ENSG00000011422	PLAUR	A_23_P16469	0.0601324074962136	2.4313789215683	0.3
ENSG00000011426	ANLN	A_23_P356684	7.37895744585289e-12	11.8590705511658	1.5
ENSG00000011451	WIZ	A_23_P405531	0.00120149951664687	4.18051937186799	0.6
ENSG00000011454	RABGAP1	A_24_P252575	0.016852068042606	-3.06355666120886	-0.4
ENSG00000011465	DCN	A_23_P64873	0.211637411399918	-1.6668476550646	-0.7
ENSG00000011478	QPCTL	A_23_P130787	0.528522249262338	0.905893926448696	0
ENSG00000011485	PPP5C	A_23_P153583	0.222785963179669	1.631250042368	0.2
ENSG00000011523	CEP68	A_24_P944049	3.53380967408076e-05	-5.53514724928459	-0.8
ENSG00000011566	MAP4K3	A_24_P285522	0.338728491839476	-1.30870322674074	-0.2
ENSG00000011590	ZBTB32	A_23_P131024	0.495889279726716	0.97047101418318	0.1
ENSG00000011600	TYROBP	A_23_P27994	0.469714647651981	1.02277553779831	0.4
ENSG00000011638	TMEM159	A_23_P406131	0.241841114244845	1.57244565184572	0.2
ENSG00000011677	GABRA3	A_23_P125618	0.267521534810991	-1.49660324653428	-0.1
ENSG00000012048	BRCA1	A_23_P207400	0.793991303273499	-0.40924743979632	-0.1
ENSG00000012061	ERCC1	A_23_P107701	0.156368702218263	1.86845561274425	0.1
ENSG00000012124	CD22	A_24_P254106	0.11419199594236	-2.06614020899691	-0.1
ENSG00000012171	SEMA3B	A_23_P132718	0.461392347338144	-1.03969274138446	-0.3
ENSG00000012174	MBTPS2	A_23_P114095	0.407281963406523	1.15208109037008	0.2
ENSG00000012211	PRICKLE3	A_23_P348684	0.196001879656603	1.71907593308722	0.2
ENSG00000012223	LTF	A_23_P166848	0.0396391067183653	-2.64837959704948	-2
ENSG00000012232	EXTL3	A_32_P92163	0.112394321530218	-2.07676769639405	-0.5
ENSG00000012504	NR1H4	A_23_P25396	NA	-1.14020918700982	0
ENSG00000012660	ELOVL5	A_23_P156497	0.00317232936050551	-3.78543013369632	-1.1
ENSG00000012779	ALOX5	A_23_P104464	0.463312549548511	-1.03634327983441	-0.2
ENSG00000012822	CALCOCO1	A_23_P98995	0.000119475513074289	-5.07834559473981	-0.7
ENSG00000012963	UBR7	A_24_P159094	0.0798409984987662	2.27702968990971	0.4
ENSG00000012983	MAP4K5	A_32_P203219	0.276432120045452	-1.47062684768447	-0.2
ENSG00000013016	EHD3	A_23_P79251	0.0167465368820681	-3.06673547710401	-0.8
ENSG00000013275	PSMC4	A_24_P91310	0.0334021786336202	2.73464564619849	0.4
ENSG00000013288	MAN2B2	A_23_P250379	0.647922689009004	-0.678300548007967	-0.1
ENSG00000013293	SLC7A14	A_32_P88262	0.01198258176123	-3.21754638791953	-0.4
ENSG00000013297	CLDN11	A_23_P29800	1.18269875635366e-08	-8.60070227201053	-2
ENSG00000013306	SLC25A39	A_23_P100764	0.0131921668958822	3.17529121026816	0.3
ENSG00000013364	MVP	A_23_P88819	0.805620216358709	0.38830980626646	0
ENSG00000013374	NUB1	A_23_P215154	0.403877740086121	1.15915077318858	0.2
ENSG00000013375	PGM3	A_23_P19592	0.000175877251010137	4.93184833339057	1
ENSG00000013392	RWDD2A	A_23_P255076	0.729346054377367	0.529457900306961	0.1
ENSG00000013441	CLK1	A_24_P257151	1.06647852120553e-06	-6.86894579833838	-1.1
ENSG00000013503	POLR3B	A_23_P87732	0.431950198846861	1.10069998319694	0.1
